essId	wdCnt	StsCnt	lWdCnt	advCnt	adjCnt	nunCnt	verbCnt	vbgCnt	cmaCnt	punCnt	wdLen
3849	.335	.284	.371	.201	.432	.366	.295	.136	.285	.196	.801
3850	.149	.182	.076	.0	.126	.191	.16	.102	.014	.117	.669
3851	.262	.17	.159	.022	.126	.313	.278	.136	.271	.117	.759
3852	.264	.193	.167	.179	.306	.339	.177	.034	.185	.133	.729
3853	.168	.284	.091	.246	.108	.144	.177	.136	.242	.196	.665
3854	.232	.148	.159	.045	.198	.318	.194	.17	.271	.094	.767
3855	.175	.034	.189	.067	.126	.196	.185	.068	.114	.023	.817
3856	.224	.136	.129	.134	.144	.218	.345	.204	.071	.094	.728
3857	.369	.193	.318	.089	.45	.396	.328	.136	.028	.125	.751
3858	.232	.17	.235	.0	.252	.279	.202	.17	.199	.102	.805
3859	.386	.045	.25	.223	.432	.366	.379	.272	.028	.031	.696
3860	.284	.216	.182	.112	.252	.331	.261	.136	.285	.149	.69
3861	.143	.193	.152	.201	.126	.122	.135	.0	.157	.133	.739
3862	.501	.398	.523	.29	.324	.696	.345	.238	.413	.266	.804
3863	.284	.261	.182	.089	.234	.309	.286	.068	.228	.18	.716
3864	.243	.318	.144	.201	.198	.287	.177	.17	.171	.211	.718
3865	.247	.239	.189	.089	.18	.244	.219	.034	.171	.164	.744
3866	.175	.136	.144	.089	.072	.218	.202	.136	.256	.086	.72
3867	.196	.148	.182	.022	.198	.244	.168	.034	.313	.094	.789
3868	.296	.239	.25	.156	.378	.283	.345	.204	.214	.156	.738
3869	.322	.284	.364	.089	.144	.37	.362	.272	.427	.196	.804
3870	.217	.182	.205	.022	.27	.252	.194	.136	.114	.117	.796
3871	.303	.284	.348	.156	.36	.348	.253	.136	.271	.196	.861
3872	.341	.25	.174	.112	.342	.387	.328	.204	.128	.164	.666
3873	.699	.42	.848	.29	.755	.683	.64	.238	.342	.297	.821
3874	.168	.182	.076	.067	.126	.183	.219	.102	.1	.117	.711
3875	.51	.386	.742	.268	.45	.605	.446	.374	.598	.258	.868
3876	.384	.295	.371	.156	.432	.426	.396	.102	.356	.196	.813
3877	.326	.227	.295	.134	.486	.348	.253	.034	.242	.156	.731
3878	.194	.261	.083	.0	.198	.309	.076	.068	.085	.18	.711
3879	.043	.045	.023	.0	.036	.03	.051	.034	.0	.047	.623
3880	.134	.102	.152	.067	.036	.178	.093	.034	.057	.07	.758
3881	.29	.364	.333	.022	.468	.309	.21	.068	.171	.243	.819
3882	.1	.091	.03	.089	.108	.1	.101	.068	.085	.055	.64
3883	.028	.045	.03	.0	.0	.052	.008	.0	.028	.023	.833
3884	.217	.114	.098	.156	.414	.226	.16	.068	.142	.07	.654
3885	.243	.182	.121	.134	.234	.283	.194	.238	.256	.117	.73
3886	.277	.227	.227	.179	.36	.27	.269	.068	.328	.156	.75
3887	.222	.216	.174	.045	.252	.283	.168	.204	.228	.141	.75
3888	.367	.307	.318	.067	.45	.409	.337	.238	.356	.211	.744
3889	.29	.364	.333	.0	.198	.305	.379	.238	.085	.243	.813
3890	.335	.193	.364	.201	.306	.37	.303	.306	.171	.125	.801
3891	.175	.08	.174	.045	.216	.196	.168	.068	.299	.063	.803
3892	.245	.25	.205	.067	.198	.3	.202	.204	.185	.172	.772
3893	.401	.386	.371	.357	.45	.374	.438	.34	.613	.266	.745
3894	.324	.33	.258	.045	.378	.37	.311	.068	.256	.227	.737
3895	.217	.193	.106	.335	.144	.205	.253	.204	.1	.133	.64
3896	.399	.375	.25	.134	.45	.461	.396	.102	.442	.258	.751
3897	.181	.193	.129	.022	.234	.252	.101	.034	.043	.125	.732
3898	.341	.239	.189	.156	.27	.383	.387	.068	.356	.164	.71
3899	.292	.239	.189	.045	.36	.352	.253	.306	.256	.164	.735
3900	.247	.182	.083	.0	.342	.318	.185	.102	.299	.125	.699
3901	.254	.159	.288	.067	.45	.279	.185	.034	.37	.11	.86
3902	.386	.284	.311	.134	.504	.44	.236	.272	.385	.196	.757
3903	.047	.045	.053	.0	.054	.039	.051	.034	.085	.023	.779
3904	.365	.284	.273	.067	.396	.387	.354	.204	.399	.188	.731
3905	.22	.148	.098	.067	.27	.196	.295	.17	.171	.094	.712
3906	.531	.284	.576	.29	.36	.648	.522	.374	.541	.196	.806
3907	.262	.216	.295	.134	.288	.313	.219	.17	.128	.141	.793
3908	.488	.352	.333	.246	.378	.531	.488	.17	.385	.243	.709
3909	.281	.273	.205	.022	.162	.305	.438	.374	.442	.188	.78
3910	.281	.114	.098	.022	.27	.339	.261	.0	.085	.07	.677
3911	.356	.466	.106	.223	.36	.383	.345	.17	.028	.321	.667
3912	.277	.205	.212	.201	.36	.265	.278	.17	.299	.141	.738
3913	.23	.148	.174	.112	.18	.248	.227	.136	.128	.094	.73
3914	.267	.148	.189	.156	.27	.222	.261	.204	.157	.094	.723
3915	.296	.295	.28	.022	.198	.379	.278	.034	.299	.196	.769
3916	.224	.239	.152	.089	.198	.261	.236	.204	.185	.156	.723
3917	.245	.17	.227	.067	.522	.239	.236	.068	.442	.117	.771
3918	.435	.386	.485	.156	.36	.466	.387	.204	.427	.266	.79
3919	.435	.409	.379	.112	.27	.448	.48	.136	.171	.274	.733
3920	.42	.261	.417	.089	.522	.483	.379	.136	.698	.18	.815
3921	.324	.33	.159	.089	.162	.383	.303	.34	.299	.219	.716
3922	.354	.295	.348	.402	.342	.339	.354	.306	.185	.196	.754
3923	.35	.375	.303	.112	.342	.47	.244	.136	.085	.25	.777
3924	.348	.352	.197	.0	.414	.413	.345	.204	.228	.243	.716
3925	.394	.443	.22	.156	.324	.374	.488	.068	.413	.305	.703
3926	.247	.25	.114	.022	.162	.344	.185	.068	.043	.164	.68
3927	.247	.216	.152	.067	.306	.318	.118	.034	.342	.149	.757
3928	.19	.205	.136	.0	.126	.218	.269	.068	.214	.133	.737
3929	.168	.159	.068	.089	.162	.213	.135	.034	.028	.102	.706
3930	.335	.375	.417	.089	.432	.379	.303	.17	.228	.25	.836
3931	.324	.227	.25	.156	.324	.374	.328	.272	.171	.149	.794
3932	.39	.398	.432	.179	.504	.396	.37	.204	.427	.266	.801
3933	.224	.125	.25	.045	.162	.257	.269	.068	.028	.086	.794
3934	.309	.33	.197	.156	.234	.344	.253	.204	.313	.227	.733
3935	.273	.102	.159	.201	.27	.296	.219	.102	.256	.063	.744
3936	.292	.125	.106	.201	.324	.322	.21	.034	.128	.086	.646
3937	.377	.307	.295	.112	.396	.357	.387	.102	.499	.211	.742
3938	.301	.136	.136	.223	.216	.348	.278	.306	.128	.086	.683
3939	.281	.261	.318	.067	.414	.305	.286	.374	.1	.172	.852
3940	.215	.182	.152	.089	.234	.218	.253	.17	.285	.117	.746
3941	.175	.17	.114	.067	.144	.213	.152	.034	.171	.117	.731
3942	.275	.341	.129	.045	.198	.205	.286	.136	.1	.243	.624
3943	.252	.25	.098	.179	.306	.261	.269	.102	.057	.164	.668
3944	.281	.216	.273	.0	.324	.309	.311	.204	.356	.149	.796
3945	.239	.205	.205	.0	.198	.287	.278	.272	.271	.141	.783
3946	.245	.148	.197	.045	.216	.265	.295	.102	.285	.094	.786
3947	.326	.239	.121	.089	.216	.344	.396	.034	.1	.164	.622
3948	.198	.239	.045	.112	.108	.287	.135	.0	.256	.156	.685
3949	.324	.216	.333	.067	.306	.383	.303	.102	.456	.149	.781
3950	.205	.148	.098	.022	.18	.248	.21	.17	.285	.094	.704
3951	.733	.557	.833	.134	.683	.831	.699	.51	.328	.383	.814
3952	.113	.148	.053	.045	.054	.126	.101	.034	.114	.094	.68
3953	.348	.25	.288	.246	.27	.4	.337	.306	.313	.164	.739
3954	.313	.33	.212	.223	.306	.27	.286	.136	.385	.227	.702
3955	.299	.364	.182	.112	.342	.283	.354	.306	.071	.25	.73
3956	.499	.443	.576	.156	.594	.574	.421	.238	.299	.305	.804
3957	.141	.159	.091	.0	.144	.191	.118	.068	.142	.11	.712
3958	.341	.273	.159	.29	.342	.383	.311	.374	.242	.188	.673
3959	.429	.352	.318	.156	.737	.47	.337	.17	.356	.243	.697
3960	.267	.216	.159	.179	.216	.292	.244	.272	.299	.141	.682
3961	.51	.375	.447	.379	.683	.374	.463	.136	.712	.258	.73
3962	.452	.5	.485	.223	.612	.444	.379	.204	.627	.344	.793
3963	.322	.261	.386	.045	.234	.37	.328	.34	.085	.18	.812
3964	.205	.136	.235	.022	.288	.218	.135	.17	.157	.086	.834
3965	.522	.364	.455	.156	.432	.509	.48	.272	.413	.25	.779
3966	.139	.102	.083	.022	.09	.161	.177	.068	.057	.063	.647
3967	.164	.148	.091	.0	.18	.2	.177	.0	.256	.102	.793
3968	.288	.227	.189	.179	.288	.313	.278	.136	.0	.156	.713
3969	.36	.341	.25	.045	.252	.405	.345	.204	.128	.219	.709
3970	.49	.398	.333	.268	.504	.561	.438	.136	.399	.266	.74
3971	.147	.159	.189	.022	.18	.161	.177	.068	.228	.11	.836
3972	.16	.193	.152	.022	.162	.226	.084	.0	.114	.125	.793
3973	.109	.102	.053	.022	.126	.1	.143	.136	.028	.063	.699
3974	.488	.045	.053	.0	.036	.052	.017	.0	.014	.031	.413
3975	.252	.25	.205	.067	.396	.3	.194	.102	.043	.164	.787
3976	.166	.261	.167	.045	.18	.213	.143	.0	.071	.18	.794
3977	.401	.33	.364	.335	.288	.326	.547	.34	.356	.219	.723
3978	.429	.318	.462	.089	.396	.522	.32	.238	.214	.219	.783
3979	.203	.216	.129	.045	.126	.274	.143	.0	.043	.149	.746
3980	.181	.182	.091	.045	.126	.235	.152	.034	.0	.117	.726
3981	.475	.352	.523	.067	.665	.518	.497	.408	.299	.235	.808
3982	.343	.114	.348	.134	.396	.405	.269	.102	.285	.078	.802
3983	.595	.42	.629	.312	.504	.535	.497	.68	.399	.29	.786
3984	.392	.352	.288	.246	.432	.396	.421	.374	.128	.235	.719
3985	.149	.148	.098	.0	.108	.178	.101	.0	.142	.094	.709
3986	.608	.511	.371	.156	.576	.718	.572	.238	.442	.352	.728
3987	.143	.057	.098	.022	.126	.174	.135	.0	.085	.031	.789
3988	.254	.261	.167	.223	.288	.257	.261	.068	.342	.172	.719
3989	.26	.193	.22	.112	.216	.309	.202	.034	.157	.133	.752
3990	.292	.295	.25	.134	.378	.322	.253	.136	.484	.203	.759
3991	.318	.216	.235	.089	.504	.335	.236	.238	.071	.141	.712
3992	.435	.284	.333	.067	.594	.47	.379	.306	.413	.196	.728
3993	.143	.182	.061	.246	.054	.109	.21	.102	.0	.125	.667
3994	.354	.284	.364	.022	.486	.413	.32	.068	.171	.188	.797
3995	.2	.159	.242	.045	.27	.213	.236	.238	.285	.102	.805
3996	.356	.33	.288	.089	.486	.413	.269	.068	.37	.227	.777
3997	.19	.08	.182	.089	.234	.165	.135	.034	.114	.055	.757
3998	.243	.182	.235	.022	.324	.257	.278	.102	.171	.125	.748
3999	.343	.239	.394	.156	.306	.392	.345	.136	.313	.164	.838
4000	.22	.148	.023	.022	.378	.226	.194	.034	.057	.094	.583
4001	.284	.182	.212	.089	.27	.339	.295	.068	.1	.117	.74
4002	.198	.125	.098	.067	.198	.261	.16	.17	.171	.078	.727
4003	.294	.307	.242	.223	.198	.357	.253	.068	.199	.203	.753
4004	.098	.068	.068	.0	.09	.113	.101	.068	.057	.039	.742
4005	.307	.261	.174	.134	.324	.296	.387	.204	.313	.18	.714
4006	.186	.182	.189	.089	.198	.191	.16	.204	.214	.125	.753
4007	.245	.284	.015	.112	.18	.344	.126	.068	.214	.188	.632
4008	.026	.011	.038	.0	.036	.039	.0	.0	.014	.008	.945
4009	.051	.023	.023	.0	.036	.03	.025	.0	.0	.008	.661
4010	.533	.466	.606	.156	.576	.601	.421	.102	.185	.321	.828
4011	.211	.114	.242	.045	.252	.209	.194	.102	.285	.078	.822
4012	.203	.136	.242	.089	.234	.239	.194	.068	.271	.086	.822
4013	.26	.159	.288	.134	.45	.257	.253	.136	.114	.11	.831
4014	.362	.295	.295	.335	.522	.305	.404	.136	.299	.203	.72
4015	.49	.443	.326	.134	.558	.513	.547	.204	.342	.297	.715
4016	.301	.239	.295	.045	.306	.426	.185	.068	.171	.164	.841
4017	.222	.136	.167	.067	.144	.279	.227	.068	.228	.086	.754
4018	.365	.239	.371	.134	.432	.37	.286	.306	.456	.156	.777
4019	.318	.261	.333	.045	.36	.422	.202	.136	.142	.172	.815
4020	.281	.148	.25	.156	.18	.309	.311	.17	.185	.094	.702
4021	.222	.182	.174	.312	.126	.239	.236	.0	.37	.125	.725
4022	.362	.273	.598	.089	.612	.453	.21	.034	.584	.18	.902
4023	.269	.239	.22	.179	.324	.27	.269	.272	.057	.156	.732
4024	.017	.011	.0	.0	.0	.013	.042	.0	.0	.0	.63
4025	.373	.386	.28	.134	.432	.396	.345	.068	.114	.266	.748
4026	.571	.443	.652	.089	.755	.653	.53	.238	.598	.297	.833
4027	.226	.25	.098	.089	.234	.226	.278	.17	.1	.164	.659
4028	.382	.216	.341	.067	.396	.444	.295	.0	.271	.141	.796
4029	.333	.386	.182	.246	.306	.187	.513	.238	.242	.266	.667
4030	.239	.261	.152	.089	.18	.226	.387	.238	.057	.18	.731
4031	.134	.114	.053	.0	.126	.157	.168	.034	.0	.078	.724
4032	.288	.182	.265	.089	.288	.248	.337	.102	.328	.11	.766
4033	.345	.273	.348	.179	.27	.396	.328	.136	.456	.188	.788
4034	.275	.125	.129	.022	.378	.287	.219	.17	.114	.086	.693
4035	.279	.295	.348	.223	.306	.339	.202	.068	.328	.196	.847
4036	.337	.341	.136	.089	.252	.335	.362	.204	.185	.227	.666
4037	.426	.398	.417	.179	.612	.418	.261	.136	.442	.274	.746
4038	.522	.398	.47	.312	.576	.592	.32	.136	.484	.274	.728
4039	.271	.216	.303	.067	.378	.357	.177	.136	.228	.149	.77
4040	.403	.364	.364	.179	.414	.5	.354	.34	.199	.25	.761
4041	.401	.341	.106	.156	.27	.483	.379	.136	.071	.235	.652
4042	.254	.261	.227	.089	.234	.292	.227	.136	.114	.18	.768
4043	.232	.125	.129	.201	.198	.283	.194	.068	.199	.078	.684
4044	.512	.398	.477	.156	.432	.548	.48	.068	.484	.274	.772
4045	.247	.205	.242	.045	.198	.335	.16	.068	.043	.141	.759
4046	.584	.523	.727	.089	.809	.74	.429	.17	.442	.36	.831
4047	.171	.114	.159	.067	.18	.174	.168	.068	.071	.078	.804
4048	.177	.193	.22	.045	.27	.187	.185	.102	.057	.133	.848
4049	.443	.295	.318	.29	.558	.4	.396	.272	.342	.203	.728
4050	.26	.182	.098	.067	.288	.283	.202	.102	.071	.125	.665
4051	.252	.284	.144	.089	.234	.279	.286	.272	.242	.196	.721
4052	.309	.239	.25	.089	.306	.279	.269	.068	.256	.156	.699
4053	.29	.239	.258	.022	.45	.331	.244	.102	.299	.164	.743
4054	.158	.182	.152	.045	.144	.152	.143	.102	.142	.117	.727
4055	.394	.273	.447	.112	.414	.527	.278	.204	.342	.188	.813
4056	.217	.182	.144	.223	.252	.183	.244	.068	.199	.125	.701
4057	.433	.341	.576	.112	.755	.457	.303	.204	.085	.227	.79
4058	.275	.341	.326	.045	.252	.318	.295	.136	.199	.227	.83
4059	.318	.261	.212	.29	.342	.283	.328	.068	.328	.172	.713
4060	.482	.33	.311	.134	.468	.527	.513	.306	.413	.219	.727
4061	.407	.352	.614	.246	.324	.413	.438	.17	.299	.235	.871
4062	.375	.318	.333	.223	.522	.409	.261	.068	.214	.211	.774
4063	.292	.284	.242	.089	.324	.287	.362	.102	.242	.196	.768
4064	.196	.227	.212	.112	.198	.213	.168	.034	.128	.156	.801
4065	.188	.17	.129	.0	.234	.244	.076	.0	.114	.11	.684
4066	.286	.261	.25	.089	.378	.305	.278	.068	.142	.172	.768
4067	.286	.273	.174	.089	.306	.265	.404	.238	.171	.18	.696
4068	.256	.216	.159	.179	.198	.244	.269	.204	.114	.149	.682
4069	.335	.284	.182	.312	.162	.339	.354	.306	.1	.188	.685
4070	.32	.239	.295	.045	.252	.422	.295	.238	.085	.164	.757
4071	.224	.193	.174	.134	.108	.283	.202	.136	.114	.125	.75
4072	.412	.386	.371	.156	.27	.483	.446	.306	.242	.258	.778
4073	.296	.386	.152	.089	.252	.309	.354	.102	.456	.258	.706
4074	.388	.273	.402	.134	.324	.457	.379	.238	.427	.188	.817
4075	.305	.239	.174	.112	.198	.383	.286	.17	.214	.164	.705
4076	.335	.295	.197	.156	.252	.474	.219	.068	.114	.196	.744
4077	.175	.125	.129	.179	.18	.17	.185	.0	.085	.078	.703
4078	.409	.273	.356	.134	.396	.461	.328	.068	.128	.188	.75
4079	.377	.318	.364	.379	.306	.379	.455	.136	.356	.211	.771
4080	.429	.239	.492	.179	.629	.466	.337	.068	.299	.156	.825
4081	.307	.216	.265	.201	.162	.374	.269	.136	.214	.141	.736
4082	.301	.17	.295	.134	.306	.357	.269	.068	.228	.11	.786
4083	.275	.261	.311	.022	.288	.326	.227	.102	.399	.172	.843
4084	.401	.307	.455	.112	.378	.422	.412	.612	.299	.203	.801
4085	.243	.261	.424	.156	.27	.279	.143	.068	.085	.18	.875
4086	.245	.193	.182	.134	.18	.313	.194	.204	.256	.133	.753
4087	.247	.17	.144	.067	.18	.305	.253	.102	.185	.11	.726
4088	.446	.318	.47	.201	.432	.505	.37	.17	.199	.211	.8
4089	.38	.318	.197	.312	.54	.305	.236	.034	.37	.211	.645
4090	.294	.261	.242	.29	.252	.309	.269	.136	.114	.18	.7
4091	.267	.148	.28	.045	.468	.261	.261	.204	.513	.094	.787
4092	.288	.284	.144	.201	.216	.292	.253	.034	.199	.188	.683
4093	.422	.239	.227	.156	.396	.54	.311	.136	.214	.156	.715
4094	.448	.273	.439	.134	.414	.513	.396	.238	.328	.196	.775
4095	.501	.364	.348	.156	.558	.561	.421	.17	.214	.25	.746
4096	.431	.318	.303	.067	.522	.509	.37	.476	.199	.211	.736
4097	.247	.216	.106	.246	.234	.161	.21	.34	.057	.149	.648
4098	.198	.114	.25	.022	.162	.218	.261	.17	.014	.07	.837
4099	.405	.318	.485	.112	.396	.509	.286	.17	.228	.211	.823
4100	.207	.227	.106	.0	.162	.326	.084	.0	.043	.149	.662
4101	.401	.273	.265	.089	.198	.531	.412	.034	.242	.18	.74
4102	.188	.193	.205	.045	.18	.205	.168	.34	.157	.117	.781
4103	.279	.216	.295	.156	.27	.296	.261	.068	.242	.149	.808
4104	.247	.17	.152	.067	.18	.309	.261	.17	.142	.11	.746
4105	.258	.182	.235	.089	.396	.283	.227	.17	.171	.125	.773
4106	.262	.216	.121	.089	.144	.331	.236	.102	.313	.141	.712
4107	.205	.227	.159	.022	.324	.196	.269	.136	.128	.149	.741
4108	.618	.375	.818	.067	.629	.74	.522	.544	.527	.25	.851
4109	.322	.25	.417	.112	.396	.37	.21	.102	.228	.164	.813
4110	.203	.102	.205	.0	.324	.226	.135	.102	.171	.07	.818
4111	.507	.307	.402	.29	.612	.566	.37	.204	.128	.203	.745
4112	.053	.045	.023	.045	.036	.057	.067	.034	.0	.031	.63
4113	.198	.216	.106	.134	.162	.2	.219	.17	.085	.141	.68
4114	.324	.341	.273	.29	.18	.396	.269	.306	.1	.235	.739
4115	.077	.068	.023	.0	.108	.091	.059	.034	.085	.047	.609
4116	.237	.193	.295	.067	.216	.296	.21	.136	.128	.133	.841
4117	.384	.261	.311	.112	.36	.431	.295	.102	.199	.172	.732
4118	.239	.148	.129	.156	.216	.252	.16	.102	.171	.102	.681
4119	.166	.273	.076	.067	.162	.131	.202	.17	.085	.18	.701
4120	.156	.136	.106	.0	.234	.209	.093	.034	.1	.094	.783
4121	.162	.205	.182	.045	.09	.183	.16	.204	.157	.133	.829
4122	.115	.08	.106	.089	.144	.135	.084	.0	.114	.047	.777
4123	.32	.227	.235	.112	.306	.357	.261	.034	.584	.156	.769
4124	.104	.068	.061	.045	.108	.126	.101	.034	.043	.039	.673
4125	.426	.386	.417	.223	.558	.513	.295	.102	.313	.266	.788
4126	.343	.239	.462	.179	.27	.396	.328	.068	.499	.156	.843
4127	.267	.307	.258	.089	.468	.313	.177	.204	.47	.203	.791
4128	.348	.33	.258	.022	.252	.448	.345	.034	.185	.219	.763
4129	.341	.261	.386	.022	.396	.344	.278	.204	.228	.172	.793
4130	.574	.977	.303	.246	.935	.557	.488	.204	.399	.673	.687
4131	.362	.341	.258	.0	.558	.383	.202	.102	.185	.243	.689
4132	.226	.261	.182	.045	.234	.239	.202	.136	.271	.188	.728
4133	.416	.386	.326	.134	.198	.5	.505	.136	.413	.258	.751
4134	.512	.341	.508	.022	.45	.592	.48	.306	.285	.235	.776
4135	.237	.08	.22	.022	.27	.305	.21	.204	.0	.047	.76
4136	.102	.091	.038	.156	.072	.104	.109	.068	.071	.063	.685
4137	.657	.409	.917	.112	.809	.827	.471	.238	.413	.274	.889
4138	.337	.318	.28	.179	.342	.392	.311	.136	.199	.211	.773
4139	.35	.25	.462	.022	.234	.474	.278	.102	.328	.164	.863
4140	.109	.148	.061	.022	.108	.122	.118	.102	.043	.094	.677
4141	.495	.318	.515	.268	.522	.483	.614	.374	.427	.219	.778
4142	.211	.239	.091	.246	.162	.205	.261	.102	.0	.164	.665
4143	.288	.159	.265	.045	.396	.313	.261	.136	.157	.11	.756
4144	.354	.307	.447	.089	.27	.461	.295	.068	.442	.211	.833
4145	.42	.33	.356	.067	.216	.553	.421	.17	.499	.227	.8
4146	.254	.318	.235	.134	.126	.326	.21	.068	.256	.211	.756
4147	.173	.159	.235	.045	.198	.209	.16	.102	.185	.11	.872
4148	.367	.295	.379	.045	.45	.383	.32	.204	.199	.203	.778
4149	.288	.205	.197	.179	.234	.292	.311	.306	.157	.133	.687
4150	.192	.17	.144	.067	.198	.218	.219	.136	.057	.11	.774
4151	.192	.148	.121	.0	.27	.191	.227	.034	.128	.094	.74
4152	.158	.08	.114	.089	.072	.196	.126	.102	.1	.055	.734
4153	.128	.205	.03	.134	.162	.109	.16	.0	.071	.141	.68
4154	.224	.159	.189	.045	.198	.257	.21	.102	.285	.11	.783
4155	.181	.08	.121	.045	.216	.213	.168	.102	.057	.055	.704
4156	.196	.102	.144	.112	.144	.2	.227	.136	.128	.063	.728
4157	.168	.17	.129	.045	.216	.174	.194	.034	.128	.11	.759
4158	.311	.364	.22	.268	.306	.296	.328	.068	.484	.25	.747
4159	.143	.148	.083	.0	.09	.205	.101	.068	.085	.102	.761
4160	.318	.193	.265	.156	.36	.383	.253	.136	.157	.133	.743
4161	.243	.182	.265	.134	.162	.235	.244	.102	.028	.125	.784
4162	.465	.364	.538	.022	.576	.509	.328	.272	.328	.243	.823
4163	.128	.102	.098	.0	.108	.17	.126	.0	.199	.07	.741
4164	.243	.273	.061	.312	.216	.257	.202	.0	.0	.18	.622
4165	.467	.466	.636	.201	.522	.496	.429	.204	.299	.321	.861
4166	.258	.295	.212	.089	.288	.3	.227	.17	.085	.203	.778
4167	.139	.102	.129	.022	.09	.161	.177	.17	.128	.063	.791
4168	.198	.17	.25	.134	.288	.209	.16	.068	.128	.117	.829
4169	.367	.295	.333	.223	.234	.448	.32	.136	.356	.196	.789
4170	.215	.261	.053	.089	.198	.213	.219	.204	.285	.18	.626
4171	.405	.261	.447	.112	.522	.47	.328	.17	.342	.172	.796
4172	.369	.25	.288	.134	.378	.405	.345	.204	.114	.164	.77
4173	.271	.193	.212	.134	.252	.274	.295	.34	.185	.133	.712
4174	.446	.33	.379	.536	.306	.483	.446	.204	.271	.219	.716
4175	.237	.182	.235	.134	.18	.27	.152	.034	.185	.117	.786
4176	.608	.534	.439	.446	.558	.622	.572	.238	.712	.36	.731
4177	.461	.341	.674	.156	.486	.592	.32	.17	.1	.235	.879
4178	.241	.205	.106	.067	.288	.205	.387	.204	.342	.133	.708
4179	.166	.239	.167	.022	.234	.2	.143	.17	.071	.164	.791
4180	.309	.216	.273	.201	.288	.326	.362	.51	.228	.141	.767
4181	.2	.125	.159	.0	.378	.213	.067	.0	.128	.086	.695
4182	.258	.25	.174	.067	.342	.239	.362	.102	.0	.172	.739
4183	.503	.477	.386	.402	.629	.461	.572	.51	.598	.329	.736
4184	.322	.216	.182	.134	.324	.361	.227	.034	.427	.149	.67
4185	.486	.386	.477	.112	.342	.566	.556	.204	.285	.258	.804
4186	.307	.261	.28	.112	.378	.326	.337	.442	.171	.172	.826
4187	.22	.068	.197	.067	.288	.27	.152	.068	.114	.039	.751
4188	.22	.216	.144	.0	.324	.248	.21	.034	.128	.149	.714
4189	.164	.136	.159	.067	.162	.178	.185	.17	.157	.094	.759
4190	.341	.307	.311	.089	.18	.413	.328	.238	.385	.211	.786
4191	.043	.08	.03	.0	.018	.048	.067	.034	.0	.047	.737
4192	.249	.239	.25	.067	.306	.248	.303	.068	.157	.156	.773
4193	.158	.148	.136	.067	.09	.196	.143	.0	.114	.102	.796
4194	.371	.25	.417	.156	.432	.379	.303	.272	.214	.164	.837
4195	.386	.341	.364	.179	.629	.44	.303	.272	.427	.235	.779
4196	.36	.239	.356	.156	.27	.435	.261	.17	.128	.156	.806
4197	.305	.261	.106	.29	.342	.252	.396	.068	.085	.172	.64
4198	.316	.261	.326	.045	.234	.396	.244	.17	.242	.172	.81
4199	.38	.307	.492	.179	.396	.496	.227	.0	.413	.211	.86
4200	.09	.08	.038	.045	.144	.061	.143	.034	.085	.055	.651
4201	.365	.295	.371	.223	.414	.348	.345	.102	.385	.164	.75
4202	.456	.341	.606	.156	.396	.509	.446	.17	.199	.227	.879
4203	.369	.284	.235	.179	.396	.379	.253	.102	.427	.188	.708
4204	.141	.159	.144	.089	.126	.187	.067	.0	.114	.102	.822
4205	.198	.489	.242	.0	.378	.191	.219	.136	.171	.336	.846
4206	.132	.045	.098	.045	.162	.157	.093	.102	.242	.031	.721
4207	.318	.284	.205	.022	.126	.357	.261	.102	.171	.196	.694
4208	.633	.33	.894	.335	.45	.727	.614	.204	.442	.219	.889
4209	.412	.375	.303	.179	.342	.418	.421	.102	.299	.258	.712
4210	.055	.034	.03	.134	.036	.061	.025	.0	.028	.016	.557
4211	.136	.102	.106	.112	.09	.131	.168	.0	.1	.07	.71
4212	.217	.182	.242	.089	.324	.265	.126	.034	.256	.125	.824
4213	.262	.273	.364	.112	.27	.296	.244	.102	.114	.196	.872
4214	.384	.42	.485	.022	.342	.479	.311	.102	.157	.29	.805
4215	.132	.114	.098	.022	.072	.231	.034	.0	.014	.07	.743
4216	.1	.125	.076	.045	.144	.109	.093	.0	.128	.078	.777
4217	.778	.932	.947	.513	.558	.84	.892	.782	.613	.642	.822
4218	.171	.25	.205	.0	.162	.218	.177	.0	.1	.172	.782
4219	.582	.477	.402	.446	.594	.592	.421	.204	.47	.329	.731
4220	.311	.239	.205	.022	.54	.326	.253	.034	.199	.156	.71
4221	.156	.125	.045	.089	.162	.191	.118	.034	.0	.086	.628
4222	.493	.364	.348	.179	.486	.483	.463	.17	.442	.243	.725
