id	mls	mlt	mlc	c_s	vp_t	c_t	dc_c	dc_t	t_s	ct_t	cp_t	cp_c	cn_t	cn_c
4256	0.0685	0.0565	0.0311	0.2715	0.2684	0.2862	0.6471	0.2256	0.1375	0.2359	0.0542	0.0321	0.1309	0.1227	
4257	0.0441	0.0389	0.0404	0.1462	0.1344	0.1515	0.3571	0.0659	0.1399	0.0659	0.0697	0.0779	0.0430	0.0762	
4258	0.0796	0.1021	0.0708	0.1357	0.2247	0.2273	0.6667	0.1846	0.0866	0.1846	0.3659	0.2727	0.0817	0.0965	
4259	0.0443	0.0406	0.0662	0.0897	0.1182	0.0967	0.3243	0.0382	0.1345	0.0382	0.1178	0.2064	0.0445	0.1235	
4260	0.0331	0.0295	0.0277	0.1721	0.1387	0.1681	0.3803	0.0779	0.1484	0.0808	0.0534	0.0538	0.0371	0.0592	
4261	0.0624	0.0456	0.0493	0.1584	0.1390	0.1458	0.4026	0.0715	0.1574	0.0738	0.0915	0.1063	0.0757	0.1393	
4262	0.0358	0.0346	0.0531	0.0950	0.1051	0.1026	0.2857	0.0357	0.1342	0.0328	0.0472	0.0779	0.0416	0.1088	
4263	0.0699	0.0406	0.0362	0.2376	0.1236	0.1768	0.3857	0.0831	0.1948	0.1077	0.1626	0.1558	0.0270	0.0409	
4264	0.2373	0.1105	0.0958	0.2715	0.1573	0.1818	0.5833	0.1292	0.2165	0.2585	0.0488	0.0454	0.0482	0.0711	
4265	0.0601	0.0467	0.0386	0.1961	0.1776	0.1906	0.5385	0.1251	0.1491	0.1370	0.1023	0.0909	0.0644	0.0906	
4266	0.1381	0.1111	0.0685	0.2291	0.2177	0.2557	0.6667	0.2077	0.1299	0.2423	0.1524	0.1010	0.1312	0.1377	
4267	0.0665	0.0452	0.0478	0.1725	0.1124	0.1491	0.4098	0.0744	0.1678	0.0864	0.0865	0.0983	0.0594	0.1069	
4268	0.1201	0.0587	0.0374	0.3695	0.2097	0.2475	0.5102	0.1538	0.2165	0.1723	0.1626	0.1113	0.0929	0.1007	
4269	0.0273	0.0295	0.0328	0.1273	0.1194	0.1420	0.4667	0.0808	0.1299	0.0808	0.0915	0.1091	0.0333	0.0630	
4270	0.0613	0.0498	0.0467	0.1648	0.1539	0.1680	0.4902	0.1003	0.1422	0.1043	0.1167	0.1177	0.0800	0.1278	
4271	0.0468	0.0400	0.0376	0.1648	0.1514	0.1680	0.4706	0.0963	0.1422	0.1043	0.0848	0.0856	0.0486	0.0777	
4272	0.0900	0.0504	0.0552	0.1934	0.1348	0.1439	0.4737	0.0831	0.1948	0.0985	0.1057	0.1244	0.1044	0.1945	
4273	0.0508	0.0406	0.0384	0.1723	0.1648	0.1667	0.3939	0.0800	0.1498	0.0923	0.1789	0.1818	0.0493	0.0794	
4274	0.0518	0.0404	0.0366	0.1837	0.1545	0.1742	0.4565	0.0969	0.1528	0.0877	0.1463	0.1423	0.0542	0.0834	
4275	0.0501	0.0410	0.0481	0.1357	0.1340	0.1340	0.4130	0.0675	0.1468	0.0604	0.1407	0.1779	0.0635	0.1272	
4276	0.0385	0.0305	0.0366	0.1454	0.1188	0.1311	0.3778	0.0604	0.1608	0.0959	0.0281	0.0364	0.0404	0.0826	
4277	0.0651	0.0436	0.0527	0.1536	0.1438	0.1303	0.5116	0.0812	0.1709	0.0923	0.0683	0.0888	0.0537	0.1105	
4278	0.0620	0.0518	0.0482	0.1612	0.1388	0.1693	0.5000	0.1032	0.1380	0.1032	0.2152	0.2153	0.0769	0.1219	
4279	0.0764	0.0615	0.0445	0.2081	0.2001	0.2178	0.6087	0.1615	0.1385	0.1615	0.1372	0.1067	0.0785	0.0967	
4280	0.0412	0.0413	0.0477	0.1175	0.1146	0.1364	0.4000	0.0665	0.1249	0.0591	0.2049	0.2546	0.0681	0.1340	
4281	0.0801	0.0538	0.0513	0.1882	0.1685	0.1650	0.3770	0.0758	0.1653	0.0824	0.1829	0.1878	0.0547	0.0889	
4282	0.0624	0.0511	0.0494	0.1584	0.1685	0.1632	0.4643	0.0923	0.1407	0.0852	0.2064	0.2143	0.0556	0.0914	
4283	0.0514	0.0405	0.0483	0.1380	0.1108	0.1320	0.3443	0.0554	0.1515	0.0580	0.1254	0.1610	0.0595	0.1209	
4284	0.0452	0.0320	0.0381	0.1584	0.1124	0.1326	0.2857	0.0462	0.1732	0.0692	0.1829	0.2338	0.0344	0.0696	
4285	0.0468	0.0384	0.0407	0.1519	0.1241	0.1484	0.4894	0.0885	0.1484	0.1000	0.0508	0.0580	0.0380	0.0687	
4286	0.0582	0.0496	0.0413	0.1786	0.1882	0.1894	0.5000	0.1154	0.1367	0.1015	0.1220	0.1091	0.0533	0.0755	
4287	0.0470	0.0423	0.0488	0.1273	0.1258	0.1364	0.3556	0.0591	0.1353	0.0591	0.0976	0.1212	0.0619	0.1219	
4288	0.0399	0.0388	0.0426	0.1286	0.1390	0.1435	0.5556	0.0972	0.1299	0.1020	0.0513	0.0606	0.0851	0.1591	
4289	0.0735	0.0565	0.0399	0.2248	0.1966	0.2231	0.6415	0.1744	0.1461	0.1795	0.1490	0.1132	0.1042	0.1253	
4290	0.0515	0.0423	0.0500	0.1338	0.1138	0.1336	0.3582	0.0583	0.1451	0.0607	0.0642	0.0814	0.0697	0.1400	
4291	0.0371	0.0390	0.0448	0.1158	0.1369	0.1373	0.4828	0.0808	0.1222	0.0750	0.0915	0.1129	0.0419	0.0819	
4292	0.0470	0.0440	0.0509	0.1222	0.1348	0.1364	0.5556	0.0923	0.1299	0.0923	0.2439	0.3031	0.0464	0.0914	
4293	0.0807	0.0574	0.0385	0.2525	0.2060	0.2348	0.5699	0.1631	0.1558	0.1846	0.2439	0.1760	0.0866	0.0989	
4294	0.0567	0.0471	0.0365	0.1977	0.1955	0.2030	0.5373	0.1329	0.1412	0.1440	0.1463	0.1221	0.0695	0.0918	
4295	0.0336	0.0314	0.0380	0.1269	0.1281	0.1303	0.5116	0.0812	0.1412	0.0812	0.1659	0.2156	0.0482	0.0992	
4296	0.0897	0.0459	0.0310	0.3442	0.2247	0.2339	0.4789	0.1365	0.2134	0.2087	0.1697	0.1229	0.0980	0.1124	
4297	0.0196	0.0220	0.0278	0.1207	0.1282	0.1243	0.3125	0.0473	0.1407	0.0473	0.0375	0.0512	0.0203	0.0438	
4298	0.0251	0.0289	0.0295	0.1332	0.1534	0.1544	0.5849	0.1101	0.1251	0.1101	0.0750	0.0823	0.0430	0.0747	
4299	0.0430	0.0365	0.0310	0.1867	0.1779	0.1852	0.5909	0.1333	0.1461	0.1436	0.0949	0.0868	0.0564	0.0817	
4300	0.0851	0.0600	0.0426	0.2389	0.2060	0.2222	0.5795	0.1569	0.1558	0.1631	0.1138	0.0868	0.0946	0.1142	
4301	0.0642	0.0486	0.0429	0.1867	0.1425	0.1786	0.4848	0.1055	0.1515	0.1055	0.1220	0.1157	0.0700	0.1052	
4302	0.0298	0.0327	0.0505	0.0877	0.1246	0.1021	0.3871	0.0482	0.1245	0.0482	0.0424	0.0704	0.0344	0.0904	
4303	0.0485	0.0398	0.0405	0.1572	0.1280	0.1550	0.4432	0.0837	0.1470	0.0945	0.1134	0.1240	0.0420	0.0727	
4304	0.0364	0.0293	0.0255	0.2004	0.1534	0.1807	0.5645	0.1243	0.1608	0.1385	0.0563	0.0528	0.0377	0.0560	
4305	0.0620	0.0489	0.0450	0.1725	0.1477	0.1712	0.5082	0.1060	0.1461	0.1197	0.1355	0.1341	0.0873	0.1368	
4306	0.0419	0.0362	0.0372	0.1527	0.1264	0.1534	0.4691	0.0877	0.1443	0.0923	0.1098	0.1212	0.0456	0.0797	
4307	0.0454	0.0379	0.0402	0.1505	0.1275	0.1486	0.3922	0.0710	0.1468	0.0639	0.0469	0.0535	0.0351	0.0633	
4308	0.0707	0.0410	0.0416	0.2085	0.1324	0.1551	0.3605	0.0681	0.1948	0.0813	0.1045	0.1142	0.0532	0.0921	
4309	0.0633	0.0448	0.0359	0.2206	0.1573	0.1970	0.5385	0.1292	0.1623	0.1662	0.0488	0.0419	0.0447	0.0609	
4310	0.0316	0.0327	0.0326	0.1414	0.1358	0.1578	0.5600	0.1077	0.1299	0.1077	0.0203	0.0218	0.0645	0.1097	
4311	0.0338	0.0300	0.0270	0.1794	0.1369	0.1752	0.5676	0.1212	0.1484	0.1385	0.1982	0.1917	0.0462	0.0708	
4312	0.0628	0.0468	0.0412	0.1907	0.1461	0.1788	0.4237	0.0923	0.1546	0.0997	0.0780	0.0740	0.0537	0.0805	
4313	0.0988	0.0616	0.0295	0.3937	0.2584	0.3295	0.4598	0.1846	0.1732	0.2215	0.1220	0.0627	0.1024	0.0833	
4314	0.0525	0.0437	0.0555	0.1222	0.1277	0.1240	0.3889	0.0587	0.1429	0.0587	0.1109	0.1515	0.0672	0.1455	
4315	0.0384	0.0337	0.0333	0.1597	0.1449	0.1595	0.4250	0.0826	0.1451	0.0826	0.0385	0.0409	0.0489	0.0823	
4316	0.0303	0.0305	0.0381	0.1175	0.1228	0.1263	0.5111	0.0786	0.1349	0.0786	0.0361	0.0485	0.0293	0.0623	
4317	0.0525	0.0480	0.0529	0.1282	0.1498	0.1431	0.4706	0.0821	0.1299	0.0821	0.2439	0.2888	0.0898	0.1684	
4318	0.0432	0.0360	0.0406	0.1430	0.1141	0.1397	0.3220	0.0548	0.1484	0.0548	0.0991	0.1202	0.0484	0.0929	
4319	0.0447	0.0329	0.0257	0.2327	0.1561	0.2020	0.5417	0.1333	0.1670	0.1744	0.1626	0.1364	0.0669	0.0888	
4320	0.0457	0.0383	0.0448	0.1357	0.1248	0.1347	0.5625	0.0923	0.1461	0.0923	0.1626	0.2045	0.0554	0.1104	
4321	0.0468	0.0378	0.0321	0.1928	0.1666	0.1855	0.5775	0.1305	0.1506	0.1560	0.1346	0.1229	0.0599	0.0867	
4322	0.0508	0.0435	0.0396	0.1671	0.1726	0.1732	0.6250	0.1319	0.1399	0.1187	0.1568	0.1534	0.0516	0.0800	
4323	0.0511	0.0418	0.0356	0.1867	0.1841	0.1852	0.5455	0.1231	0.1461	0.1333	0.1220	0.1115	0.0707	0.1025	
4324	0.0973	0.0721	0.0519	0.2206	0.2434	0.2189	0.5769	0.1538	0.1461	0.1744	0.3252	0.2517	0.1376	0.1687	
4325	0.0784	0.0440	0.0309	0.3070	0.1721	0.2249	0.5158	0.1413	0.1979	0.1933	0.1067	0.0804	0.0720	0.0859	
4326	0.0905	0.0710	0.0554	0.1939	0.1948	0.2020	0.5250	0.1292	0.1391	0.1169	0.0488	0.0409	0.0872	0.1158	
4327	0.0424	0.0294	0.0224	0.2558	0.1529	0.2062	0.4898	0.1231	0.1798	0.1333	0.0407	0.0334	0.0325	0.0423	
4328	0.0536	0.0357	0.0358	0.1929	0.1210	0.1573	0.4074	0.0781	0.1777	0.0852	0.1407	0.1515	0.0318	0.0542	
4329	0.0454	0.0383	0.0404	0.1497	0.1434	0.1495	0.5067	0.0923	0.1451	0.0850	0.1348	0.1527	0.0534	0.0959	
4330	0.0307	0.0273	0.0284	0.1591	0.1322	0.1515	0.4265	0.0787	0.1523	0.0733	0.0502	0.0561	0.0329	0.0582	
4331	0.0606	0.0540	0.0613	0.1244	0.1264	0.1389	0.5909	0.1000	0.1299	0.1000	0.1220	0.1487	0.0545	0.1052	
4332	0.0312	0.0324	0.0464	0.0986	0.1003	0.1100	0.2951	0.0396	0.1299	0.0396	0.0465	0.0715	0.0377	0.0919	
4333	0.0315	0.0305	0.0317	0.1448	0.1404	0.1515	0.4688	0.0865	0.1385	0.0865	0.0915	0.1023	0.0387	0.0685	
4334	0.0435	0.0414	0.0407	0.1437	0.1586	0.1604	0.4444	0.0869	0.1299	0.0869	0.0861	0.0909	0.0465	0.0779	
4335	0.0190	0.0234	0.0243	0.1357	0.1311	0.1515	0.5000	0.0923	0.1299	0.0923	0.0203	0.0227	0.0430	0.0762	
4336	0.1684	0.0801	0.0427	0.4412	0.2584	0.2955	0.6923	0.2492	0.2165	0.2954	0.3415	0.1958	0.1393	0.1265	
4337	0.0458	0.0388	0.0482	0.1263	0.1348	0.1269	0.4776	0.0738	0.1443	0.0831	0.0549	0.0733	0.0568	0.1200	
4338	0.0606	0.0509	0.0473	0.1612	0.1553	0.1693	0.5263	0.1086	0.1380	0.1140	0.2009	0.2009	0.0789	0.1251	
4339	0.0338	0.0343	0.0454	0.1067	0.1324	0.1190	0.5000	0.0725	0.1299	0.0725	0.0871	0.1240	0.0332	0.0748	
4340	0.0742	0.0705	0.0611	0.1481	0.1798	0.1818	0.4583	0.1015	0.1181	0.1015	0.1707	0.1591	0.1153	0.1701	
4341	0.1037	0.0667	0.0367	0.3297	0.2372	0.2862	0.6471	0.2256	0.1670	0.2769	0.0271	0.0160	0.1338	0.1254	
4342	0.0288	0.0292	0.0333	0.1296	0.1172	0.1383	0.5000	0.0843	0.1358	0.0803	0.1272	0.1558	0.0494	0.0957	
4343	0.0177	0.0224	0.0466	0.0679	0.0562	0.0758	0.2000	0.0185	0.1299	0.0185	0.0976	0.2182	0.0138	0.0487	
4344	0.0426	0.0374	0.0384	0.1497	0.1382	0.1536	0.5200	0.0973	0.1413	0.0923	0.1187	0.1309	0.0642	0.1121	
4345	0.0604	0.0515	0.0398	0.1913	0.1881	0.2042	0.5323	0.1324	0.1358	0.1324	0.1167	0.0968	0.0524	0.0688	
4346	0.0579	0.0520	0.0318	0.2308	0.2360	0.2576	0.5000	0.1569	0.1299	0.1846	0.1220	0.0802	0.0654	0.0681	
4347	0.0386	0.0378	0.0346	0.1543	0.1634	0.1722	0.5200	0.1091	0.1299	0.1091	0.0887	0.0873	0.0281	0.0439	
4348	0.0579	0.0468	0.0475	0.1546	0.1489	0.1553	0.4146	0.0785	0.1443	0.0785	0.0610	0.0665	0.0215	0.0372	
4349	0.0457	0.0431	0.0392	0.1551	0.1471	0.1732	0.5417	0.1143	0.1299	0.1143	0.0929	0.0909	0.0459	0.0711	
4350	0.0633	0.0448	0.0518	0.1527	0.1316	0.1364	0.4286	0.0712	0.1623	0.0923	0.0767	0.0952	0.0521	0.1025	
4351	0.0562	0.0439	0.0550	0.1304	0.1136	0.1257	0.2603	0.0399	0.1504	0.0399	0.0721	0.0971	0.0497	0.1060	
4352	0.0420	0.0362	0.0404	0.1410	0.1317	0.1411	0.3704	0.0637	0.1449	0.0637	0.0757	0.0909	0.0522	0.0993	
4353	0.2264	0.1761	0.0305	0.8145	1.0000	0.9091	0.7500	0.8308	0.1299	0.8308	0.2439	0.0454	0.4989	0.1472	
4354	0.0441	0.0400	0.0532	0.1111	0.1197	0.1186	0.4167	0.0602	0.1358	0.0602	0.1272	0.1818	0.0419	0.0948	
4355	0.0817	0.0618	0.0785	0.1251	0.1139	0.1242	0.3729	0.0564	0.1461	0.0641	0.1355	0.1849	0.0865	0.1869	
4356	0.0362	0.0360	0.0441	0.1154	0.1348	0.1288	0.4706	0.0738	0.1299	0.0646	0.0976	0.1283	0.0361	0.0753	
4357	0.0941	0.0590	0.0298	0.3733	0.2388	0.3125	0.6061	0.2308	0.1732	0.2654	0.1220	0.0661	0.1441	0.1237	
4358	0.0605	0.0427	0.0333	0.2286	0.1685	0.2020	0.5000	0.1231	0.1641	0.1423	0.1423	0.1193	0.0760	0.1009	
4359	0.0320	0.0286	0.0343	0.1357	0.1161	0.1313	0.3269	0.0523	0.1498	0.0585	0.1057	0.1364	0.0287	0.0586	
4360	0.1557	0.1655	0.0860	0.2036	0.2996	0.3030	0.4167	0.1538	0.0974	0.1538	0.3252	0.1818	0.1778	0.1574	
4361	0.0315	0.0311	0.0390	0.1180	0.1073	0.1257	0.3425	0.0524	0.1361	0.0545	0.1275	0.1719	0.0281	0.0601	
4362	0.0344	0.0312	0.0295	0.1659	0.1180	0.1667	0.4091	0.0831	0.1443	0.1015	0.0976	0.0992	0.0275	0.0443	
4363	0.0780	0.0437	0.0315	0.2994	0.1556	0.2185	0.4533	0.1207	0.1986	0.1598	0.1407	0.1091	0.0370	0.0455	
4364	0.0645	0.0394	0.0260	0.3092	0.1772	0.2389	0.5122	0.1491	0.1876	0.1775	0.0375	0.0266	0.0529	0.0594	
4365	0.0571	0.0465	0.0441	0.1648	0.1486	0.1662	0.4412	0.0893	0.1438	0.0923	0.1652	0.1684	0.0705	0.1138	
4366	0.0473	0.0407	0.0470	0.1328	0.1213	0.1364	0.3778	0.0628	0.1412	0.0591	0.1366	0.1697	0.0557	0.1097	
4367	0.0629	0.0474	0.0467	0.1682	0.1436	0.1599	0.4386	0.0855	0.1525	0.0957	0.1265	0.1340	0.0688	0.1154	
4368	0.0709	0.0560	0.0347	0.2511	0.2349	0.2548	0.5946	0.1846	0.1429	0.2014	0.0443	0.0295	0.1329	0.1400	
4369	0.2844	0.3283	0.1951	0.1584	0.1966	0.2652	0.7143	0.2308	0.0866	0.2308	0.0000	0.0000	0.1462	0.1480	
4370	0.0481	0.0398	0.0355	0.1782	0.1670	0.1768	0.5357	0.1154	0.1461	0.1256	0.1490	0.1429	0.0473	0.0718	
4371	0.0305	0.0296	0.0304	0.1476	0.1280	0.1533	0.4138	0.0773	0.1396	0.0794	0.0397	0.0439	0.0320	0.0560	
4372	0.0461	0.0409	0.0365	0.1677	0.1685	0.1768	0.5238	0.1128	0.1375	0.1128	0.0136	0.0130	0.0506	0.0769	
4373	0.0829	0.0440	0.0299	0.3326	0.1861	0.2320	0.5102	0.1442	0.2078	0.2135	0.1372	0.1002	0.0763	0.0883	
4374	0.0742	0.0641	0.0533	0.1697	0.2247	0.1894	0.6000	0.1385	0.1299	0.1385	0.1220	0.1091	0.1290	0.1828	
4375	0.0799	0.0564	0.0519	0.1858	0.1539	0.1713	0.3654	0.0763	0.1572	0.0803	0.1379	0.1364	0.0613	0.0961	
4376	0.0424	0.0378	0.0585	0.0980	0.1220	0.1019	0.2308	0.0286	0.1395	0.0286	0.0505	0.0839	0.0350	0.0922	
4377	0.0715	0.0473	0.0328	0.2673	0.1819	0.2273	0.5397	0.1494	0.1705	0.1582	0.1045	0.0779	0.1098	0.1296	
4378	0.0525	0.0450	0.0483	0.1403	0.1422	0.1468	0.4839	0.0865	0.1385	0.0865	0.1220	0.1408	0.0452	0.0825	
4379	0.0625	0.0384	0.0375	0.2086	0.1455	0.1612	0.3855	0.0757	0.1876	0.0876	0.0750	0.0789	0.0692	0.1152	
4380	0.0579	0.0458	0.0449	0.1635	0.1416	0.1606	0.4151	0.0812	0.1476	0.0923	0.1366	0.1441	0.0771	0.1287	
4381	0.0453	0.0414	0.0469	0.1287	0.1404	0.1389	0.4727	0.0800	0.1344	0.0831	0.0569	0.0694	0.0636	0.1230	
4382	0.0452	0.0641	0.0381	0.1584	0.1685	0.2652	0.4286	0.1385	0.0866	0.0923	0.1220	0.0779	0.0516	0.0522	
4383	0.0609	0.0543	0.0462	0.1659	0.1561	0.1852	0.4545	0.1026	0.1299	0.1026	0.1084	0.0992	0.0956	0.1385	
4384	0.0433	0.0413	0.0413	0.1412	0.1438	0.1576	0.5192	0.0997	0.1299	0.0997	0.0780	0.0839	0.0530	0.0902	
4385	0.0724	0.0513	0.0671	0.1320	0.1226	0.1205	0.3714	0.0545	0.1587	0.0587	0.0776	0.1091	0.0837	0.1863	
4386	0.0402	0.0293	0.0238	0.2319	0.1685	0.1941	0.5488	0.1298	0.1732	0.1471	0.0991	0.0865	0.0543	0.0750	
4387	0.0322	0.0310	0.0287	0.1629	0.1440	0.1705	0.5000	0.1038	0.1385	0.1096	0.0457	0.0454	0.0495	0.0779	
4388	0.0581	0.0415	0.0443	0.1664	0.1354	0.1476	0.3684	0.0663	0.1634	0.0663	0.0750	0.0861	0.0481	0.0874	
4389	0.0576	0.0419	0.0346	0.2116	0.1659	0.1912	0.5094	0.1187	0.1604	0.1319	0.0697	0.0617	0.0614	0.0862	
4390	0.0608	0.0400	0.0278	0.2755	0.1710	0.2273	0.5362	0.1485	0.1757	0.1605	0.0530	0.0395	0.0553	0.0653	
4391	0.0327	0.0323	0.0348	0.1357	0.1425	0.1461	0.4444	0.0791	0.1347	0.0725	0.0958	0.1111	0.0424	0.0779	
4392	0.0441	0.0382	0.0349	0.1690	0.1540	0.1724	0.4697	0.0987	0.1421	0.1034	0.0925	0.0909	0.0492	0.0766	
4393	0.0399	0.0310	0.0331	0.1654	0.1236	0.1477	0.4359	0.0785	0.1623	0.0877	0.1037	0.1189	0.0426	0.0773	
4394	0.0723	0.0592	0.0503	0.1757	0.1841	0.1852	0.4545	0.1026	0.1375	0.0974	0.1355	0.1240	0.1070	0.1551	
4395	0.0447	0.0370	0.0456	0.1309	0.1440	0.1278	0.3333	0.0519	0.1484	0.0462	0.1220	0.1616	0.0452	0.0948	
4396	0.0599	0.0476	0.0540	0.1400	0.1342	0.1389	0.4848	0.0821	0.1461	0.0872	0.0813	0.0992	0.0411	0.0794	
4397	0.0590	0.0480	0.0400	0.1867	0.1583	0.1894	0.5818	0.1343	0.1429	0.1469	0.0887	0.0794	0.0758	0.1074	
4398	0.0633	0.0514	0.0469	0.1687	0.1639	0.1726	0.4756	0.1000	0.1417	0.0949	0.1084	0.1064	0.0631	0.0981	
4399	0.0597	0.0421	0.0327	0.2308	0.1567	0.2033	0.5098	0.1263	0.1645	0.1263	0.0385	0.0321	0.0471	0.0621	
4400	0.0593	0.0530	0.0736	0.1018	0.1264	0.1136	0.3333	0.0462	0.1299	0.0462	0.0610	0.0909	0.0559	0.1320	
4401	0.0700	0.0555	0.0577	0.1490	0.1436	0.1515	0.4556	0.0841	0.1425	0.0862	0.1463	0.1636	0.0803	0.1422	
4402	0.1557	0.0931	0.0387	0.4525	0.3862	0.3788	0.7000	0.3231	0.1732	0.3692	0.1829	0.0818	0.1871	0.1325	
4403	0.0386	0.0326	0.0322	0.1656	0.1356	0.1593	0.3770	0.0732	0.1506	0.0732	0.0336	0.0358	0.0297	0.0499	
4404	0.0503	0.0410	0.0508	0.1290	0.1157	0.1270	0.3684	0.0570	0.1472	0.0570	0.1722	0.2297	0.0476	0.1005	
4405	0.0603	0.0538	0.0650	0.1169	0.1248	0.1305	0.4194	0.0667	0.1299	0.0667	0.1084	0.1408	0.0717	0.1474	
4406	0.0708	0.0557	0.0517	0.1679	0.1712	0.1696	0.4468	0.0923	0.1435	0.0967	0.1045	0.1045	0.0688	0.1089	
4407	0.0649	0.0364	0.0327	0.2473	0.1660	0.1756	0.4902	0.1049	0.2041	0.1385	0.1330	0.1283	0.0876	0.1338	
4408	0.0579	0.0455	0.0433	0.1697	0.1510	0.1657	0.5143	0.1038	0.1484	0.1096	0.1067	0.1091	0.0430	0.0696	
4409	0.0623	0.0528	0.0562	0.1390	0.1583	0.1481	0.4884	0.0881	0.1361	0.0881	0.0776	0.0888	0.0712	0.1289	
4410	0.0706	0.0487	0.0472	0.1835	0.1586	0.1627	0.4658	0.0923	0.1635	0.1059	0.0359	0.0374	0.0516	0.0851	
4411	0.0864	0.0620	0.0782	0.1318	0.1208	0.1250	0.3333	0.0508	0.1528	0.0600	0.1829	0.2479	0.1015	0.2179	
4412	0.0485	0.0476	0.0540	0.1179	0.1404	0.1389	0.4848	0.0821	0.1230	0.0821	0.0136	0.0165	0.0420	0.0812	
4413	0.0599	0.0490	0.0556	0.1357	0.1428	0.1389	0.4318	0.0731	0.1417	0.0731	0.1423	0.1736	0.0767	0.1482	
4414	0.0714	0.0507	0.0483	0.1810	0.1413	0.1653	0.4444	0.0895	0.1587	0.0951	0.0887	0.0909	0.0594	0.0965	
4415	0.0344	0.0347	0.0287	0.1709	0.1540	0.1908	0.5588	0.1299	0.1299	0.1265	0.0361	0.0321	0.0414	0.0582	
4416	0.0355	0.0345	0.0473	0.1061	0.1141	0.1148	0.3200	0.0448	0.1339	0.0448	0.0591	0.0873	0.0464	0.1084	
4417	0.0921	0.0721	0.0648	0.1681	0.1748	0.1751	0.5385	0.1149	0.1391	0.1190	0.1734	0.1678	0.1300	0.1992	
4418	0.0518	0.0368	0.0366	0.1837	0.1277	0.1584	0.4130	0.0797	0.1681	0.1049	0.0665	0.0711	0.0454	0.0768	
4419	0.0458	0.0405	0.0514	0.1184	0.1146	0.1242	0.3171	0.0480	0.1382	0.0480	0.0927	0.1264	0.0506	0.1092	
4420	0.0630	0.0485	0.0580	0.1357	0.1050	0.1316	0.3788	0.0607	0.1495	0.0607	0.1091	0.1405	0.0607	0.1237	
4421	0.0486	0.0403	0.0379	0.1683	0.1485	0.1678	0.4516	0.0923	0.1455	0.0923	0.0436	0.0440	0.0448	0.0717	
4422	0.0694	0.0495	0.0482	0.1772	0.1404	0.1618	0.4043	0.0797	0.1587	0.0881	0.1220	0.1276	0.1024	0.1698	
4423	0.0790	0.0468	0.0506	0.1885	0.1383	0.1457	0.4400	0.0781	0.1876	0.0923	0.2064	0.2400	0.0582	0.1072	
4424	0.0245	0.0275	0.0307	0.1260	0.1685	0.1407	0.5385	0.0923	0.1299	0.0923	0.0697	0.0839	0.0172	0.0328	
4425	0.0569	0.0447	0.0430	0.1684	0.1631	0.1637	0.4179	0.0834	0.1491	0.0893	0.1259	0.1303	0.0433	0.0709	
4426	0.0648	0.0571	0.0436	0.1851	0.2043	0.2066	0.5000	0.1259	0.1299	0.1133	0.1330	0.1091	0.0586	0.0762	
4427	0.0520	0.0378	0.0447	0.1505	0.1240	0.1332	0.2941	0.0477	0.1638	0.0477	0.1009	0.1283	0.0599	0.1207	
4428	0.0838	0.0684	0.0672	0.1493	0.1772	0.1603	0.4727	0.0923	0.1351	0.0959	0.1501	0.1587	0.1072	0.1795	
4429	0.0439	0.0353	0.0354	0.1666	0.1513	0.1573	0.4815	0.0923	0.1535	0.1018	0.1126	0.1212	0.0419	0.0715	
4430	0.0484	0.0404	0.0399	0.1594	0.1603	0.1594	0.5347	0.1038	0.1450	0.1115	0.0660	0.0702	0.0502	0.0844	
4431	0.0568	0.0512	0.0344	0.2104	0.2079	0.2348	0.5161	0.1477	0.1299	0.1385	0.1220	0.0880	0.0533	0.0609	
4432	0.0633	0.0560	0.0534	0.1481	0.1685	0.1653	0.6250	0.1259	0.1299	0.1259	0.1774	0.1818	0.0798	0.1295	
4433	0.0436	0.0332	0.0327	0.1789	0.1471	0.1598	0.4569	0.0889	0.1623	0.0940	0.0843	0.0893	0.0338	0.0567	
4434	0.0393	0.0372	0.0439	0.1234	0.1206	0.1337	0.3500	0.0570	0.1338	0.0570	0.1148	0.1455	0.0344	0.0690	
4435	0.0715	0.0620	0.0439	0.1994	0.2001	0.2225	0.6596	0.1788	0.1299	0.1788	0.0152	0.0116	0.1043	0.1257	
4436	0.0456	0.0337	0.0345	0.1759	0.1404	0.1542	0.4035	0.0758	0.1653	0.0890	0.1045	0.1148	0.0283	0.0492	
4437	0.0475	0.0360	0.0353	0.1775	0.1369	0.1610	0.4412	0.0865	0.1598	0.0923	0.0000	0.0000	0.0419	0.0699	
4438	0.0579	0.0360	0.0314	0.2338	0.1621	0.1807	0.3871	0.0852	0.1876	0.0959	0.0750	0.0704	0.0384	0.0570	
4439	0.0949	0.0757	0.0468	0.2392	0.2477	0.2548	0.6757	0.2098	0.1361	0.2140	0.1552	0.1032	0.1298	0.1367	
4440	0.0516	0.0409	0.0385	0.1738	0.1453	0.1672	0.5000	0.1019	0.1506	0.1082	0.0925	0.0938	0.0498	0.0800	
4441	0.0701	0.0543	0.0406	0.2121	0.1904	0.2104	0.6000	0.1538	0.1461	0.1641	0.0813	0.0655	0.1099	0.1401	
4442	0.0535	0.0410	0.0474	0.1454	0.1213	0.1364	0.3111	0.0517	0.1546	0.0665	0.0878	0.1091	0.0475	0.0934	
4443	0.0460	0.0397	0.0431	0.1419	0.1264	0.1452	0.4348	0.0769	0.1417	0.0769	0.0305	0.0356	0.0523	0.0967	
