essId	avgDpt	dptSD	nbDptD	nbDptSD
4387	.221	.191	.07	.159
4388	.232	.304	.109	.254
4389	.282	.306	.144	.268
4390	.288	.375	.141	.315
4391	.223	.259	.093	.193
4392	.216	.225	.078	.157
4393	.236	.216	.087	.126
4394	.288	.388	.13	.334
4395	.27	.34	.163	.26
4396	.209	.212	.091	.195
4397	.254	.314	.112	.246
4398	.28	.322	.139	.269
4399	.265	.181	.066	.161
4400	.195	.217	.102	.219
4401	.236	.192	.081	.146
4402	.542	.515	.283	.416
4403	.214	.226	.081	.205
4404	.204	.254	.104	.246
4405	.24	.19	.073	.195
4406	.268	.191	.061	.174
4407	.299	.258	.095	.162
4408	.229	.281	.1	.275
4409	.255	.38	.134	.35
4410	.247	.262	.082	.338
4411	.238	.185	.086	.149
4412	.197	.261	.103	.206
4413	.239	.273	.112	.246
4414	.239	.26	.103	.268
4415	.226	.243	.094	.249
4416	.185	.256	.113	.225
4417	.27	.252	.096	.238
4418	.238	.306	.112	.209
4419	.206	.248	.085	.195
4420	.193	.235	.099	.189
4421	.255	.287	.091	.259
4422	.267	.281	.129	.225
4423	.312	.32	.119	.263
4424	.25	.313	.111	.176
4425	.231	.246	.105	.204
4426	.262	.244	.088	.191
4427	.258	.318	.129	.258
4428	.295	.231	.091	.212
4429	.239	.267	.096	.225
4430	.233	.219	.085	.188
4431	.283	.411	.106	.355
4432	.235	.162	.06	.155
4433	.24	.264	.111	.254
4434	.189	.194	.081	.195
4435	.261	.326	.122	.276
4436	.242	.297	.114	.325
4437	.272	.176	.057	.128
4438	.257	.306	.135	.275
4439	.376	.353	.103	.236
4440	.221	.148	.053	.105
4441	.279	.332	.127	.271
4442	.208	.203	.08	.181
4443	.215	.252	.083	.185
4444	.283	.496	.243	.556
4445	.202	.203	.07	.145
4446	.31	.242	.088	.207
4447	.241	.218	.093	.184
4448	.247	.253	.095	.19
4449	.198	.196	.067	.212
4450	.276	.326	.159	.293
4451	.311	.3	.128	.27
4452	.233	.266	.121	.309
4453	.242	.2	.094	.162
4454	.265	.192	.133	.0
4455	.231	.201	.089	.174
4456	.266	.273	.116	.211
4457	.286	.281	.117	.222
4458	.267	.283	.12	.24
4459	.272	.287	.117	.202
4460	.272	.223	.087	.207
4461	.215	.162	.069	.165
4462	.252	.253	.111	.149
4463	.239	.215	.077	.215
4464	.31	.656	.376	.517
4465	.224	.347	.115	.308
4466	.305	.378	.133	.364
4467	.179	.157	.051	.13
4468	.205	.244	.087	.229
4469	.238	.196	.088	.141
4470	.285	.384	.159	.4
4471	.176	.239	.068	.197
4472	.221	.224	.073	.17
4473	.22	.277	.101	.284
4474	.172	.156	.062	.13
4475	.304	.196	.079	.117
4476	.376	.41	.164	.329
4477	.284	.225	.091	.198
4478	.281	.388	.144	.44
4479	.246	.202	.078	.136
4480	.289	.263	.113	.215
4481	.258	.158	.06	.116
4482	.211	.265	.1	.171
4483	.219	.247	.093	.252
4484	.242	.238	.1	.17
4485	.335	.362	.139	.394
4486	.253	.291	.106	.281
4487	.269	.3	.109	.214
4488	.289	.27	.105	.236
4489	.253	.233	.074	.156
4490	.205	.304	.116	.286
4491	.27	.279	.131	.257
4492	.237	.251	.103	.264
4493	.289	.357	.145	.298
4494	.22	.327	.114	.362
4495	.243	.175	.062	.101
4496	.283	.313	.122	.299
4497	.243	.258	.107	.207
4498	.24	.254	.094	.198
4499	.292	.335	.14	.283
4500	.288	.197	.066	.187
4501	.201	.186	.075	.167
4502	.204	.16	.053	.114
4503	.224	.27	.09	.226
4504	.224	.215	.095	.196
4505	.242	.247	.105	.237
4506	.305	.327	.071	.215
4507	.221	.152	.084	.141
4508	.336	.323	.129	.287
4509	.381	.365	.155	.1
4510	.281	.239	.102	.23
4511	.247	.239	.082	.187
4512	.269	.372	.133	.314
4513	.231	.248	.118	.236
4514	.249	.232	.087	.203
4515	.195	.216	.099	.159
4516	.276	.195	.076	.188
4517	.233	.243	.091	.181
4518	.263	.399	.145	.465
4519	.199	.228	.098	.217
4520	.257	.183	.083	.193
4521	.23	.265	.093	.212
4522	.285	.309	.135	.295
4523	.209	.209	.077	.182
4524	.208	.235	.074	.153
4525	.258	.314	.127	.255
4526	.334	.332	.167	.222
4527	.253	.322	.106	.292
4528	.19	.238	.093	.189
4529	.249	.434	.151	.239
4530	.044	.0	.0	.0
4531	.223	.258	.097	.189
4532	.246	.187	.061	.135
4533	.314	.665	.221	.555
4534	.296	.308	.086	.245
4535	.282	.192	.064	.131
4536	.249	.399	.128	.322
4537	.21	.213	.074	.179
4538	.247	.262	.1	.249
4539	.277	.338	.124	.224
4540	.226	.212	.074	.156
4541	.274	.28	.128	.247
4542	.302	.331	.094	.223
4543	.261	.329	.121	.226
4544	.31	.282	.136	.209
4545	.22	.242	.069	.228
4546	.251	.282	.118	.262
4547	.428	.301	.111	.317
4548	.447	.873	.465	.442
4549	.214	.163	.074	.142
4550	.221	.181	.081	.162
4551	.224	.342	.129	.19
4552	.271	.283	.101	.232
4553	.191	.206	.068	.149
4554	.187	.177	.075	.126
4555	.227	.209	.092	.164
4556	.253	.232	.09	.192
4557	.245	.309	.107	.148
4558	.252	.238	.102	.208
4559	.309	.287	.123	.257
4560	.251	.297	.155	.254
4561	.314	.427	.126	.325
4562	.262	.25	.1	.211
4563	.228	.241	.091	.2
4564	.243	.24	.1	.22
4565	.281	.264	.116	.227
4566	.134	.16	.06	.157
4567	.23	.233	.107	.219
4568	.264	.237	.088	.194
4569	.187	.205	.1	.195
4570	.258	.229	.091	.189
4571	.278	.253	.096	.202
4572	.21	.268	.146	.312
4573	.203	.221	.095	.243
4574	.227	.249	.11	.202
4575	.209	.225	.099	.171
4576	.249	.219	.085	.201
4577	.261	.323	.132	.294
4578	.23	.122	.058	.116
4579	.223	.203	.088	.174
4580	.317	.136	.075	.103
4581	.273	.286	.124	.261
4582	.323	.363	.143	.256
4583	.242	.254	.109	.209
4584	.26	.28	.102	.265
4585	.187	.262	.088	.155
4586	.218	.256	.092	.207
4587	.296	.321	.091	.231
4588	.236	.194	.092	.162
4589	.259	.148	.056	.111
4590	.044	.0	.044	.0
4591	.367	.358	.152	.368
4592	.213	.19	.079	.19
4593	.354	.305	.073	.203
4594	.312	.331	.146	.338
4595	.382	.38	.151	.334
4596	.215	.178	.085	.165
4597	.281	.323	.16	.225
4598	.245	.201	.085	.213
4599	.237	.099	.049	.079
4600	.226	.288	.123	.297
4601	.265	.266	.102	.251
4602	.21	.195	.082	.155
4603	.376	.474	.235	.302
4604	.241	.208	.088	.172
4605	.237	.233	.101	.15
4606	.383	.322	.168	.335
4607	.215	.225	.119	.204
4608	.206	.236	.101	.158
4609	.226	.265	.092	.201
4610	.336	.431	.106	.396
4611	.265	.249	.098	.259
4612	.196	.227	.089	.179
4613	.28	.327	.13	.214
4614	.228	.243	.116	.191
4615	.182	.147	.076	.12
4616	.236	.194	.07	.169
4617	.235	.207	.079	.188
4618	.242	.157	.068	.134
4619	.226	.349	.162	.349
4620	.201	.121	.053	.099
4621	.224	.268	.112	.228
4622	.326	.41	.192	.367
4623	.214	.204	.083	.178
4624	.256	.202	.074	.203
4625	.238	.354	.155	.311
4626	.232	.234	.092	.162
4627	.226	.226	.084	.191
4628	.168	.137	.062	.123
4629	.229	.234	.071	.179
4630	.286	.308	.109	.211
4631	.298	.245	.081	.267
4632	.192	.187	.067	.142
4633	.291	.394	.153	.42
4634	.266	.253	.098	.261
4635	.183	.191	.114	.126
4636	.239	.228	.103	.237
4637	.227	.195	.076	.139
4638	.249	.439	.145	.494
4639	.256	.248	.086	.177
4640	.286	.306	.12	.326
4641	.268	.238	.069	.118
4642	.247	.253	.104	.225
4643	.208	.216	.111	.203
4644	.316	.481	.254	.369
4645	.22	.172	.068	.116
4646	.224	.169	.061	.094
4647	.234	.21	.084	.192
4648	.259	.246	.09	.231
4649	.209	.156	.067	.137
4650	.19	.331	.135	.348
4651	.22	.189	.058	.128
4652	.207	.241	.098	.195
4653	.26	.181	.048	.12
4654	.245	.352	.15	.338
4655	.175	.189	.076	.206
4656	.284	.283	.135	.239
4657	.166	.032	.022	.0
4658	.201	.256	.107	.222
4659	.239	.26	.093	.266
4660	.208	.135	.056	.109
4661	.245	.305	.116	.267
4662	.202	.249	.094	.24
4663	.343	.444	.21	.43
4664	.242	.333	.124	.252
4665	.307	.417	.158	.354
4666	.255	.371	.118	.347
4667	.27	.28	.118	.266
4668	.257	.195	.077	.173
4669	.272	.218	.08	.171
4670	.242	.202	.087	.186
4671	.237	.19	.084	.136
4672	.265	.366	.205	.363
4673	.161	.152	.053	.103
4674	.234	.185	.079	.213
4675	.294	.524	.21	.317
4676	.294	.345	.153	.22
4677	.265	.371	.113	.38
4678	.294	.198	.1	.186
4679	.257	.256	.088	.214
4680	.214	.226	.06	.184
4681	.235	.345	.145	.309
4682	.224	.278	.112	.301
4683	.221	.188	.066	.098
4684	.251	.274	.111	.274
4685	.257	.309	.126	.197
4686	.248	.268	.099	.231
4687	.352	.29	.076	.117
4688	.326	.217	.09	.187
4689	.29	.389	.152	.357
4690	.248	.261	.097	.136
4691	.188	.287	.074	.233
4692	.288	.345	.159	.299
4693	.354	.33	.144	.285
4694	.257	.25	.101	.196
4695	.246	.25	.086	.268
4696	.276	.294	.136	.218
4697	.282	.266	.109	.251
4698	.203	.246	.095	.203
4699	.278	.27	.107	.258
4700	.228	.232	.08	.19
4701	.235	.185	.061	.127
4702	.279	.219	.107	.192
4703	.254	.236	.103	.223
4704	.253	.288	.123	.26
4705	.198	.177	.061	.125
4706	.278	.423	.168	.478
4707	.219	.257	.093	.23
4708	.252	.239	.087	.174
4709	.32	.265	.087	.225
4710	.327	.369	.169	.278
4711	.267	.316	.098	.283
4712	.217	.204	.1	.17
4713	.291	.2	.095	.153
4714	.216	.194	.091	.128
4715	.254	.274	.085	.195
4716	.434	.372	.26	.158
4717	.271	.23	.101	.244
4718	.299	.245	.085	.166
4719	.235	.226	.09	.214
4720	.258	.296	.12	.256
4721	.257	.24	.091	.19
4722	.265	.235	.097	.165
4723	.326	.26	.104	.198
4724	.279	.297	.114	.243
4725	.243	.22	.066	.182
4726	.256	.362	.126	.389
4727	.233	.217	.068	.17
4728	.236	.261	.131	.217
4729	.239	.262	.104	.164
4730	.299	.309	.12	.253
4731	.354	.064	.044	.0
4732	.267	.28	.086	.21
4733	.277	.289	.1	.244
4734	.238	.238	.087	.174
4735	.044	.0	.044	.0
4736	.36	.55	.21	.325
4737	.376	.202	.094	.113
4738	.288	.358	.14	.249
4739	.251	.264	.099	.218
4740	.246	.243	.118	.193
4741	.189	.14	.058	.107
4742	.22	.253	.12	.258
4743	.236	.254	.097	.186
4744	.202	.275	.147	.252
4745	.21	.218	.087	.16
4746	.326	.506	.145	.435
4747	.221	.316	.123	.293
4748	.615	.281	.116	.137
4749	.243	.302	.116	.279
4750	.265	.341	.096	.266
4751	.27	.284	.109	.256
4752	.283	.286	.14	.272
4753	.269	.26	.097	.23
4754	.262	.249	.092	.252
4755	.247	.232	.092	.214
4756	.229	.297	.104	.263
4757	.217	.233	.084	.203
4758	.196	.208	.084	.17
4759	.243	.184	.086	.16
4760	.267	.25	.072	.156
4761	.231	.258	.133	.262
4762	.292	.262	.094	.17
4763	.249	.328	.123	.305
4764	.21	.227	.095	.242
4765	.223	.293	.107	.245
4766	.24	.242	.09	.198
4767	.322	.228	.099	.195
4768	.276	.398	.117	.44
4769	.31	.44	.17	.42
4770	.274	.42	.163	.456
4771	.229	.237	.104	.217
4772	.212	.216	.1	.211
4773	.334	.309	.133	.249
4774	.202	.189	.066	.148
4775	.336	.507	.243	.367
4776	.279	.289	.108	.165
4777	.353	.39	.173	.341
5978	.236	.217	.111	.19
5979	.17	.168	.076	.151
5980	.199	.264	.139	.208
5981	.243	.128	.088	.0
5982	.321	.698	.243	.685
5983	.221	.326	.148	.158
5984	.155	.12	.037	.06
5985	.238	.241	.082	.172
5986	.193	.186	.052	.114
5987	.204	.144	.083	.088
5988	.242	.45	.203	.411
5989	.17	.126	.044	.069
5990	.232	.284	.155	.314
5991	.164	.144	.066	.135
5992	.642	.0	.642	.0
5993	.221	.174	.037	.047
5994	.203	.182	.115	.157
5995	.16	.144	.055	.152
5996	.186	.077	.044	.045
5997	.18	.13	.059	.135
5998	.254	.16	.111	.0
5999	.332	.0	.332	.0
6000	.23	.181	.073	.116
6001	.295	.183	.111	.127
6002	.247	.257	.115	.135
6003	.226	.213	.08	.168
6004	.509	.0	.509	.0
6005	.17	.129	.057	.105
6006	.181	.167	.08	.131
6007	.232	.124	.051	.106
6008	.234	.336	.166	.231
6010	.27	.317	.171	.197
6011	.376	.0	.376	.0
6012	.23	.296	.166	.231
6013	.321	.032	.022	.0
6014	.23	.282	.082	.203
6015	.183	.131	.052	.095
6016	.225	.286	.142	.275
6017	.159	.119	.053	.086
6018	.232	.453	.192	.464
6019	.243	.252	.118	.079
6020	.194	.225	.088	.189
6021	.148	.088	.049	.084
6022	.212	.196	.085	.185
6023	.253	.152	.063	.112
6024	.232	.115	.052	.03
6025	.343	.096	.066	.0
6026	.203	.233	.091	.18
6027	.288	.257	.108	.321
6028	.135	.126	.058	.105
6029	.215	.201	.066	.194
6030	.177	.13	.042	.111
6031	.232	.224	.111	.212
6032	.199	.266	.058	.163
6033	.265	.533	.182	.529
6034	.256	.277	.111	.234
6035	.23	.119	.033	.095
6036	.303	.346	.14	.231
6037	.217	.11	.055	.032
6038	.305	.607	.183	.414
6039	.21	.277	.133	.284
6040	.271	.171	.088	.137
6041	.199	.181	.066	.19
6042	.229	.208	.106	.147
6043	.159	.102	.039	.094
6044	.122	.032	.022	.0
6045	.192	.071	.044	.04
6046	.28	.27	.106	.258
6047	.148	.102	.049	.093
6048	.173	.23	.072	.146
6049	.236	.168	.077	.159
6050	.201	.222	.075	.194
6051	.171	.147	.064	.104
6052	.044	.0	.044	.0
6053	.302	.258	.188	.032
6054	.361	.502	.288	.38
6055	.241	.251	.097	.158
6056	.186	.218	.066	.151
6057	.253	.388	.151	.503
6058	.202	.229	.101	.232
6059	.199	.192	.133	.0
6060	.299	.032	.022	.0
6061	.307	.285	.151	.252
6062	.177	.081	.044	.09
6063	.24	.287	.144	.167
6064	.31	.683	.498	.095
6065	.175	.118	.058	.1
6066	.205	.114	.059	.079
6067	.208	.149	.033	.055
6068	.195	.187	.088	.135
6069	.215	.303	.133	.302
6070	.243	.192	.059	.158
6071	.177	.157	.059	.095
6072	.142	.111	.039	.072
6073	.203	.17	.071	.179
6074	.148	.102	.062	.047
6075	.235	.172	.081	.14
6076	.221	.208	.09	.18
6077	.239	.219	.083	.137
6078	.199	.081	.033	.055
6079	.251	.323	.124	.131
6080	.224	.203	.066	.122
6081	.166	.115	.059	.108
6082	.277	.233	.111	.104
6083	.254	.16	.111	.0
6084	.23	.279	.111	.185
6085	.307	.235	.088	.229
6086	.376	.157	.1	.095
6087	.199	.161	.093	.109
6088	.142	.156	.073	.106
6089	.294	.44	.111	.214
6090	.249	.171	.074	.13
6091	.186	.218	.092	.169
6092	.206	.159	.088	.127
6093	.177	.318	.232	.032
6094	.197	.234	.108	.183
6095	.214	.151	.054	.095
6096	.193	.166	.081	.149
6097	.575	.0	.575	.0
6098	.219	.342	.1	.198
6099	.317	.493	.243	.444
6100	.284	.303	.133	.137
6101	.214	.397	.226	.329
6102	.288	.271	.133	.21
6103	.199	.141	.047	.125
6104	.21	.16	.111	.0
6105	.185	.238	.101	.216
6106	.196	.162	.088	.142
6107	.237	.467	.251	.454
6108	.243	.455	.332	.063
6109	.162	.287	.177	.19
6110	.194	.18	.101	.067
6111	.218	.235	.114	.208
6112	.232	.132	.066	.09
6113	.235	.183	.082	.158
6114	.166	.096	.066	.0
6115	.192	.03	.011	.032
6116	.224	.206	.073	.165
6117	.173	.267	.095	.297
6118	.16	.133	.054	.116
6119	.243	.408	.155	.38
6120	.211	.268	.077	.1
6121	.216	.231	.072	.134
6122	.236	.183	.08	.153
6123	.199	.236	.095	.142
6124	.177	.136	.051	.081
6125	.188	.096	.037	.108
6126	.252	.179	.066	.078
6127	.219	.177	.071	.115
6128	.292	.266	.1	.226
6129	.24	.198	.103	.166
6130	.235	.241	.155	.119
6131	.216	.223	.148	.166
6132	.219	.23	.072	.158
6133	.206	.168	.077	.159
6134	.183	.226	.091	.168
6135	.234	.255	.14	.178
6136	.221	.294	.138	.27
6137	.315	.232	.155	.155
6138	.321	.191	.075	.191
6139	.169	.128	.047	.086
6140	.21	.26	.107	.263
6141	.181	.24	.075	.178
6142	.262	.289	.128	.252
6143	.229	.162	.088	.165
6144	.344	.627	.273	.72
6145	.256	.289	.091	.23
6146	.209	.128	.041	.125
6147	.173	.169	.033	.131
6148	.184	.255	.119	.299
6149	.249	.237	.082	.248
6150	.236	.18	.097	.095
6151	.199	.194	.094	.239
6152	.251	.198	.066	.09
6153	.173	.158	.062	.109
6154	.354	.0	.354	.0
6155	.192	.155	.093	.109
6156	.243	.427	.181	.353
6157	.221	.256	.151	.167
6158	.175	.109	.054	.116
6159	.25	.363	.181	.405
6160	.19	.118	.059	.125
6161	.171	.166	.081	.114
6162	.174	.232	.109	.186
6163	.164	.119	.05	.069
6164	.254	.247	.133	.165
6165	.284	.268	.088	.248
6166	.21	.032	.022	.0
6167	.619	.0	.619	.0
6168	.314	.337	.1	.244
6169	.215	.297	.12	.299
6170	.201	.228	.088	.201
6171	.211	.247	.116	.181
6172	.278	.46	.133	.357
6173	.232	.291	.133	.274
6174	.235	.251	.116	.053
6175	.227	.512	.302	.481
6176	.291	.457	.288	.395
6177	.317	.342	.159	.288
6178	.218	.158	.053	.163
6179	.188	.032	.022	.0
6180	.181	.173	.062	.173
6181	.281	.334	.103	.228
6182	.211	.255	.108	.176
6183	.197	.245	.118	.288
6184	.159	.215	.138	.144
6185	.221	.357	.136	.334
6186	.186	.065	.028	.027
6187	.155	.104	.066	.063
6188	.122	.032	.022	.0
6189	.23	.104	.061	.069
6190	.198	.221	.083	.188
6191	.192	.188	.077	.171
6192	.297	.425	.155	.379
6193	.133	.136	.066	.122
6194	.205	.26	.097	.241
6195	.17	.131	.057	.12
6196	.238	.131	.088	.09
6197	.229	.33	.111	.311
6198	.175	.165	.07	.138
6199	.122	.096	.044	.08
6200	.186	.187	.072	.188
6201	.199	.09	.066	.0
6202	.288	.32	.221	.0
6203	.184	.186	.082	.186
6204	.185	.155	.069	.154
6205	.387	.224	.155	.0
6206	.186	.276	.072	.285
6207	.188	.032	.022	.0
6208	.241	.336	.123	.237
6209	.221	.215	.124	.229
6210	.328	.465	.204	.427
6211	.254	.302	.177	.259
6212	.254	.239	.106	.225
6213	.265	.228	.088	.19
6214	.243	.197	.052	.13
6215	.149	.123	.066	.09
6216	.25	.318	.118	.209
6217	.214	.03	.011	.032
6218	.224	.093	.037	.087
6219	.231	.229	.111	.146
6220	.17	.206	.076	.15
6221	.274	.327	.116	.151
6222	.247	.327	.168	.322
6223	.209	.16	.082	.106
6224	.277	.288	.199	.0
6225	.179	.143	.075	.142
6226	.18	.072	.026	.093
6227	.28	.08	.044	.063
6228	.248	.287	.155	.21
6229	.221	.0	.221	.0
6230	.221	.0	.0	.0
6231	.27	.196	.094	.221
6232	.236	.217	.088	.127
6233	.221	.0	.221	.0
6234	.383	.623	.277	.602
6235	.177	.192	.133	.0
6236	.192	.173	.086	.16
6237	.217	.274	.111	.207
6238	.105	.053	.022	.052
6239	.256	.318	.136	.26
6240	.19	.135	.069	.076
6241	.265	.138	.1	.032
6242	.177	.0	.177	.0
6243	.209	.252	.111	.22
6244	.183	.186	.07	.118
6245	.19	.174	.064	.103
6246	.214	.188	.08	.226
6247	.224	.182	.079	.135
6248	.251	.168	.122	.032
6249	.197	.134	.059	.105
6250	.152	.13	.048	.121
6251	.295	.319	.177	.254
6252	.216	.114	.037	.108
6253	.256	.17	.063	.129
6254	.19	.211	.093	.16
6255	.365	.16	.111	.0
6256	.137	.102	.061	.082
6257	.188	.288	.199	.0
6258	.21	.16	.111	.0
6259	.129	.113	.031	.051
6260	.174	.116	.033	.08
6261	.254	.258	.096	.182
6262	.183	.175	.077	.153
6263	.288	.368	.199	.282
6264	.181	.133	.064	.115
6265	.18	.087	.037	.087
6266	.194	.165	.103	.13
6267	.166	.185	.073	.148
6268	.354	.206	.102	.229
6269	.288	.064	.044	.0
6270	.246	.231	.101	.236
6271	.214	.278	.088	.188
6272	.179	.189	.077	.135
6273	.239	.275	.122	.165
6274	.195	.163	.058	.131
6275	.288	.0	.288	.0
6276	.175	.162	.069	.14
6277	.166	.032	.022	.0
6278	.28	.563	.221	.444
6279	.174	.087	.035	.067
6280	.235	.304	.122	.188
6281	.208	.224	.074	.13
6282	.221	.283	.112	.2
6283	.398	.0	.398	.0
6284	.219	.234	.105	.176
6285	.24	.272	.088	.223
6286	.288	.273	.105	.173
6287	.203	.146	.049	.152
6288	.23	.111	.061	.122
6289	.238	.276	.14	.209
6290	.302	.301	.111	.317
6291	.188	.29	.168	.249
6292	.199	.152	.058	.099
6293	.177	.181	.079	.182
6294	.199	.206	.088	.13
6295	.133	.064	.029	.06
6296	.273	.247	.122	.222
6297	.151	.068	.031	.031
6298	.183	.183	.066	.137
6299	.185	.178	.073	.162
6300	.224	.139	.066	.104
6301	.183	.192	.094	.167
6302	.391	.6	.376	.38
6303	.221	.052	.033	.032
6304	.146	.104	.044	.063
6305	.371	.41	.199	.442
6306	.321	.032	.022	.0
6307	.228	.166	.081	.114
6308	.249	.286	.122	.277
6309	.142	.096	.028	.053
6310	.336	.196	.1	.171
6311	.184	.155	.075	.118
6312	.199	.15	.054	.095
6313	.246	.24	.081	.116
6314	.199	.239	.1	.095
6315	.227	.232	.118	.108
6316	.227	.276	.088	.137
6317	.191	.145	.07	.118
6318	.199	.202	.074	.12
6319	.243	.226	.1	.21
6320	.232	.39	.206	.375
6321	.159	.075	.044	.063
6322	.164	.127	.044	.052
6323	.177	.15	.081	.166
6324	.125	.109	.044	.063
6325	.205	.204	.096	.03
6326	.31	.0	.31	.0
6327	.291	.341	.164	.271
6328	.228	.226	.111	.261
6329	.292	.369	.171	.419
6330	.192	.135	.055	.095
6331	.296	.273	.155	.301
6332	.133	.0	.0	.0
6333	.221	.296	.073	.26
6334	.221	.122	.058	.118
6335	.044	.0	.044	.0
6336	.226	.273	.141	.217
6337	.177	.205	.047	.164
6338	.192	.149	.076	.158
6339	.208	.125	.061	.151
6340	.243	.271	.102	.235
6341	.216	.253	.095	.251
6342	.216	.194	.103	.209
6343	.188	.144	.049	.13
6344	.215	.273	.144	.239
6345	.199	.151	.055	.114
6346	.236	.249	.137	.194
6347	.257	.238	.094	.104
6348	.293	.159	.081	.166
6349	.229	.226	.113	.281
6350	.173	.124	.061	.065
6351	.288	.418	.227	.243
6352	.204	.339	.158	.349
6353	.201	.261	.113	.214
6354	.258	.422	.155	.444
6355	.277	.211	.097	.131
6356	.166	.132	.096	.03
6357	.177	.128	.088	.0
6358	.188	.16	.066	.09
6359	.133	.064	.044	.0
6360	.288	.256	.105	.235
6361	.205	.135	.063	.104
6362	.257	.251	.144	.256
6363	.194	.202	.078	.141
6364	.277	.378	.119	.378
6365	.249	.114	.074	.03
6366	.163	.197	.069	.197
6367	.265	.341	.125	.239
6368	.216	.253	.111	.052
6369	.204	.227	.083	.158
6370	.221	.064	.044	.0
6371	.195	.223	.108	.176
6372	.277	.224	.155	.0
6373	.164	.241	.171	.027
6374	.395	.627	.327	.572
6375	.205	.473	.258	.481
6376	.205	.196	.088	.127
6377	.201	.144	.06	.108
6378	.228	.267	.106	.181
6379	.221	.16	.048	.124
6380	.232	.096	.029	.079
6381	.212	.222	.099	.165
6382	.155	.221	.118	.239
6383	.218	.186	.102	.131
6384	.188	.184	.098	.189
6385	.177	.178	.104	.134
6386	.203	.209	.07	.15
6387	.241	.144	.044	.083
6388	.241	.225	.063	.098
6389	.21	.331	.155	.299
6390	.167	.174	.092	.134
6391	.188	.146	.074	.079
6392	.177	.145	.056	.078
6393	.249	.105	.059	.079
6394	.221	.0	.221	.0
6395	.31	.412	.214	.47
6396	.201	.203	.076	.167
6397	.167	.067	.029	.07
6398	.174	.148	.073	.106
6399	.194	.083	.037	.079
6400	.26	.209	.096	.196
6401	.282	.324	.148	.166
6402	.149	.122	.063	.057
6403	.288	.0	.288	.0
6404	.261	.148	.066	.149
6405	.218	.254	.093	.264
6406	.158	.166	.059	.138
6407	.299	.115	.066	.104
6408	.204	.212	.101	.232
6409	.151	.086	.035	.051
6410	.285	.231	.114	.252
6411	.17	.287	.21	.032
6412	.531	.893	.442	.586
6413	.199	.12	.059	.108
6414	.177	.128	.062	.147
6415	.174	.185	.085	.144
6416	.232	.352	.243	.0
6417	.246	.371	.212	.32
6418	.195	.169	.076	.112
6419	.273	.183	.091	.202
6420	.194	.152	.096	.079
6421	.332	.0	.332	.0
6422	.243	.0	.243	.0
6423	.243	.26	.133	.187
6424	.184	.151	.072	.113
6425	.181	.358	.144	.354
